Crime_ID,Crime_Type,Time_of_Happening,Location,Day_of_Week,Severity,Reported_Time,Nearby_Landmark,Frequency_in_Last_30_Days
2711,Acid Attack,10:36,"Mustafabad (28.491, 77.0147)",Thursday,Moderate,06:23,Park,5
2712,Domestic Violence,04:02,"Karawal Nagar (28.7225, 77.2367)",Monday,Minor,10:39,Temple,34
2713,Stalking,21:25,"Delhi Cantonment (28.7332, 77.1817)",Sunday,Severe,06:14,Apartment Complex,6
2714,Acid Attack,18:11,"Hastsal (28.6604, 77.2602)",Tuesday,Minor,20:16,Market,46
2715,Stalking,08:21,"Karawal Nagar (28.744, 76.834)",Monday,Minor,20:39,Hospital,36
2716,Eve Teasing,12:09,"Bhalswa Jahangir Pur (28.5258, 77.1108)",Saturday,Minor,12:40,Hospital,11
2717,Honor Killing,12:20,"Nangloi Jat (28.4012, 77.2951)",Saturday,Severe,00:13,School,14
2718,Domestic Violence,13:20,"Gokal Pur (28.5513, 76.9903)",Saturday,Minor,10:36,Hospital,18
2719,Domestic Violence,01:32,"Kirari Suleman Nagar (28.4533, 76.8541)",Saturday,Moderate,07:27,Apartment Complex,49
2720,Dowry Death,09:28,"Mustafabad (28.4068, 77.1532)",Sunday,Severe,02:03,Police Station,44
2721,Dowry Death,23:06,"Kirari Suleman Nagar (28.4577, 77.0363)",Wednesday,Moderate,01:00,Apartment Complex,9
2722,Sexual Harassment,06:52,"Karawal Nagar (28.7133, 76.9424)",Sunday,Minor,14:51,Hospital,21
2723,Human Trafficking,22:13,"Bhalswa Jahangir Pur (28.5552, 77.0056)",Thursday,Severe,13:15,Police Station,36
2724,Human Trafficking,03:46,"Mustafabad (28.5303, 77.1454)",Wednesday,Minor,23:59,Apartment Complex,28
2725,Eve Teasing,22:41,"Deoli (28.8117, 77.2509)",Friday,Moderate,22:30,Apartment Complex,10
2726,Domestic Violence,11:26,"Deoli (28.4754, 77.1363)",Friday,Minor,07:03,Hospital,37
2727,Honor Killing,22:06,"Dallo Pura (28.8005, 77.1749)",Monday,Moderate,08:59,Mall,2
2728,Domestic Violence,17:24,"Mustafabad (28.4055, 76.928)",Friday,Moderate,14:26,Temple,22
2729,Sexual Harassment,02:05,"Dallo Pura (28.4539, 77.2706)",Monday,Moderate,16:16,Park,11
2730,Eve Teasing,00:43,"Burari (28.6847, 76.836)",Tuesday,Minor,22:20,School,2
2731,Dowry Death,10:15,"Karawal Nagar (28.7806, 76.8163)",Thursday,Minor,12:40,Park,29
2732,Domestic Violence,00:37,"Deoli (28.6346, 76.9722)",Tuesday,Moderate,17:28,School,41
2733,Sexual Harassment,02:50,"Mustafabad (28.6167, 77.148)",Friday,Minor,02:33,Temple,48
2734,Human Trafficking,16:16,"Deoli (28.7689, 76.8539)",Tuesday,Minor,11:18,School,11
2735,Eve Teasing,07:14,"Mustafabad (28.7442, 77.2623)",Monday,Moderate,23:58,Hospital,10
2736,Stalking,12:12,"Burari (28.7228, 77.2846)",Sunday,Moderate,06:09,School,38
2737,Dowry Death,19:59,"Dallo Pura (28.8109, 76.8181)",Saturday,Severe,16:28,Temple,5
2738,Acid Attack,14:59,"Delhi Cantonment (28.4157, 76.8686)",Tuesday,Moderate,07:57,Mall,27
2739,Dowry Death,09:32,"Kirari Suleman Nagar (28.8418, 76.8481)",Saturday,Minor,18:57,Hospital,47
2740,Sexual Harassment,07:50,"Mandoli (28.721, 77.25)",Monday,Moderate,07:38,Hospital,44
2741,Human Trafficking,02:41,"Nangloi Jat (28.8125, 77.2216)",Sunday,Severe,22:48,School,19
2742,Dowry Death,18:42,"Bhalswa Jahangir Pur (28.8505, 77.0267)",Sunday,Moderate,03:08,Apartment Complex,5
2743,Acid Attack,23:06,"Dallo Pura (28.8132, 77.2118)",Tuesday,Severe,04:26,Market,16
2744,Acid Attack,01:31,"Deoli (28.6739, 76.932)",Tuesday,Severe,14:59,Park,40
2745,Sexual Harassment,13:39,"Mustafabad (28.8596, 77.1915)",Saturday,Minor,03:03,School,11
2746,Honor Killing,23:19,"Kirari Suleman Nagar (28.6272, 77.1021)",Friday,Moderate,18:56,School,15
2747,Sexual Harassment,11:55,"Dallo Pura (28.4692, 76.8322)",Thursday,Moderate,09:21,Park,39
2748,Sexual Harassment,20:21,"Hastsal (28.5731, 76.9273)",Friday,Severe,00:26,Hospital,33
2749,Sexual Harassment,15:07,"Deoli (28.5254, 76.8334)",Monday,Severe,06:33,Police Station,41
2750,Stalking,08:51,"Karawal Nagar (28.7641, 76.9911)",Monday,Severe,11:18,School,9
2751,Dowry Death,17:56,"Deoli (28.5898, 77.0466)",Monday,Severe,19:14,Hospital,50
2752,Stalking,20:07,"Nangloi Jat (28.5045, 76.9425)",Friday,Severe,18:29,Park,13
2753,Eve Teasing,04:36,"Hastsal (28.5006, 76.9495)",Tuesday,Severe,10:06,Market,31
2754,Eve Teasing,21:31,"Bhalswa Jahangir Pur (28.5869, 76.8546)",Wednesday,Severe,22:46,Temple,45
2755,Human Trafficking,09:29,"Mustafabad (28.8487, 77.0197)",Wednesday,Severe,03:19,School,16
2756,Dowry Death,20:00,"Delhi Cantonment (28.606, 76.9502)",Monday,Moderate,12:12,Market,35
2757,Sexual Harassment,12:47,"Bhalswa Jahangir Pur (28.4387, 77.2805)",Friday,Minor,07:08,Hospital,44
2758,Dowry Death,23:56,"Delhi Cantonment (28.504, 76.8435)",Friday,Minor,03:15,School,8
2759,Stalking,05:23,"Hastsal (28.581, 76.8345)",Tuesday,Moderate,05:11,Apartment Complex,21
2760,Stalking,07:26,"Sultan Pur Majra (28.7596, 77.0019)",Tuesday,Minor,05:47,Market,48
2761,Honor Killing,14:39,"Kirari Suleman Nagar (28.5029, 77.2297)",Sunday,Moderate,09:03,School,8
2762,Eve Teasing,16:42,"Mandoli (28.7497, 76.8238)",Sunday,Severe,11:18,Market,49
2763,Acid Attack,05:16,"Gokal Pur (28.441, 77.1218)",Friday,Moderate,15:39,Temple,12
2764,Eve Teasing,18:37,"Delhi Cantonment (28.8311, 77.2711)",Friday,Minor,05:57,Hospital,30
2765,Domestic Violence,06:57,"Deoli (28.4372, 77.0943)",Thursday,Minor,03:00,Police Station,1
2766,Stalking,15:08,"Mustafabad (28.4142, 77.067)",Thursday,Minor,06:15,Police Station,26
2767,Eve Teasing,06:34,"Dallo Pura (28.6748, 77.2711)",Wednesday,Severe,02:57,School,35
2768,Human Trafficking,00:30,"Gokal Pur (28.8053, 76.8867)",Wednesday,Minor,00:57,Park,3
2769,Acid Attack,17:53,"Mustafabad (28.8562, 77.2022)",Friday,Severe,19:50,Park,42
2770,Sexual Harassment,23:56,"Kirari Suleman Nagar (28.4772, 76.9873)",Friday,Minor,03:05,Hospital,13
2771,Eve Teasing,23:54,"Delhi Cantonment (28.7171, 77.1499)",Tuesday,Severe,15:13,Hospital,17
2772,Human Trafficking,16:02,"Burari (28.879, 77.2552)",Friday,Moderate,00:55,Park,0
2773,Human Trafficking,19:04,"Mustafabad (28.8724, 76.8686)",Wednesday,Severe,07:33,School,27
2774,Stalking,16:08,"Nangloi Jat (28.6024, 76.939)",Sunday,Minor,20:37,Apartment Complex,8
2775,Human Trafficking,04:25,"Sultan Pur Majra (28.7947, 77.2422)",Thursday,Minor,18:56,Market,42
2776,Honor Killing,10:17,"Mustafabad (28.6631, 76.9139)",Monday,Moderate,22:16,Temple,41
2777,Domestic Violence,07:11,"Nangloi Jat (28.5659, 77.1811)",Thursday,Moderate,21:06,Market,6
2778,Sexual Harassment,09:59,"Nangloi Jat (28.592, 77.005)",Friday,Severe,16:36,Temple,41
2779,Domestic Violence,11:41,"Burari (28.8969, 77.293)",Thursday,Moderate,00:11,Police Station,12
2780,Honor Killing,01:09,"Burari (28.4076, 77.0593)",Thursday,Severe,07:01,Market,46
2781,Eve Teasing,14:38,"Burari (28.8092, 77.0579)",Monday,Severe,16:56,Apartment Complex,42
2782,Human Trafficking,23:49,"Kirari Suleman Nagar (28.8949, 77.0768)",Sunday,Minor,22:08,Mall,5
2783,Eve Teasing,02:31,"Mustafabad (28.4027, 77.2489)",Saturday,Minor,23:14,Mall,21
2784,Dowry Death,12:12,"Karawal Nagar (28.4117, 77.1478)",Sunday,Moderate,17:53,Police Station,25
2785,Stalking,14:09,"Karawal Nagar (28.8339, 77.095)",Tuesday,Severe,12:05,Temple,18
2786,Acid Attack,19:45,"Burari (28.8707, 76.8412)",Tuesday,Minor,12:49,Mall,36
2787,Acid Attack,19:39,"Karawal Nagar (28.7046, 76.9477)",Saturday,Minor,05:39,Temple,18
2788,Stalking,10:19,"Deoli (28.8593, 77.1218)",Saturday,Minor,12:20,School,6
2789,Domestic Violence,22:07,"Deoli (28.8762, 77.0088)",Sunday,Severe,09:11,Police Station,25
2790,Sexual Harassment,01:34,"Hastsal (28.7412, 76.8659)",Sunday,Minor,09:18,Market,29
2791,Acid Attack,04:09,"Bhalswa Jahangir Pur (28.695, 76.8742)",Saturday,Severe,20:41,Apartment Complex,48
2792,Stalking,20:33,"Sultan Pur Majra (28.734, 77.2369)",Monday,Severe,15:31,Mall,43
2793,Acid Attack,14:05,"Bhalswa Jahangir Pur (28.7884, 77.0478)",Tuesday,Moderate,18:01,Hospital,12
2794,Domestic Violence,06:28,"Gokal Pur (28.419, 77.2356)",Friday,Moderate,15:04,School,27
2795,Human Trafficking,17:43,"Delhi Cantonment (28.6072, 77.2938)",Wednesday,Minor,02:33,Police Station,31
2796,Honor Killing,12:02,"Nangloi Jat (28.8083, 77.2689)",Friday,Moderate,05:45,Park,22
2797,Dowry Death,01:02,"Mustafabad (28.5985, 77.096)",Thursday,Severe,18:35,Market,27
2798,Eve Teasing,02:30,"Karawal Nagar (28.4998, 76.9087)",Wednesday,Minor,13:54,Market,13
2799,Human Trafficking,05:49,"Deoli (28.4943, 76.9286)",Thursday,Minor,07:20,Market,38
2800,Acid Attack,03:32,"Dallo Pura (28.6369, 77.114)",Tuesday,Severe,21:28,Temple,28
2801,Human Trafficking,02:39,"Bhalswa Jahangir Pur (28.8263, 77.1543)",Monday,Moderate,01:04,Apartment Complex,50
2802,Acid Attack,08:45,"Mandoli (28.5556, 77.0535)",Monday,Moderate,02:54,Police Station,46
2803,Stalking,03:10,"Burari (28.7739, 77.0693)",Friday,Severe,23:51,Apartment Complex,48
2804,Acid Attack,12:06,"Hastsal (28.7534, 77.0355)",Thursday,Moderate,07:08,Park,23
2805,Acid Attack,05:26,"Gokal Pur (28.6973, 77.0236)",Thursday,Severe,04:19,School,39
2806,Human Trafficking,02:45,"Mustafabad (28.5635, 77.2463)",Thursday,Minor,00:51,Mall,20
2807,Acid Attack,22:13,"Sultan Pur Majra (28.7683, 77.2885)",Saturday,Minor,06:12,Mall,37
2808,Human Trafficking,23:38,"Gokal Pur (28.7195, 77.1533)",Friday,Moderate,07:38,Temple,49
2809,Dowry Death,06:44,"Sultan Pur Majra (28.6985, 76.8995)",Monday,Severe,10:27,Market,32
2810,Sexual Harassment,16:45,"Deoli (28.4828, 77.0419)",Wednesday,Severe,09:40,Apartment Complex,35
2811,Domestic Violence,13:37,"Dallo Pura (28.8299, 76.8408)",Friday,Minor,12:45,Park,38
2812,Honor Killing,20:35,"Bhalswa Jahangir Pur (28.6953, 77.0496)",Saturday,Moderate,07:06,Temple,10
2813,Eve Teasing,07:05,"Deoli (28.838, 76.889)",Monday,Moderate,02:26,Apartment Complex,45
2814,Dowry Death,21:38,"Mandoli (28.5947, 77.2405)",Monday,Minor,23:00,Temple,25
2815,Honor Killing,08:50,"Nangloi Jat (28.5686, 76.8451)",Saturday,Moderate,09:41,Park,25
2816,Human Trafficking,04:14,"Nangloi Jat (28.8084, 77.2491)",Saturday,Minor,13:31,Mall,41
2817,Acid Attack,00:22,"Deoli (28.4731, 76.9121)",Tuesday,Severe,07:22,Temple,33
2818,Dowry Death,02:24,"Hastsal (28.5615, 76.8816)",Sunday,Moderate,02:45,Hospital,45
2819,Eve Teasing,08:56,"Gokal Pur (28.6258, 76.9667)",Monday,Minor,09:01,Hospital,44
2820,Acid Attack,02:08,"Deoli (28.5417, 77.1452)",Monday,Moderate,14:39,Apartment Complex,30
2821,Domestic Violence,00:39,"Hastsal (28.4699, 77.1543)",Sunday,Moderate,03:58,Temple,25
2822,Domestic Violence,14:36,"Sultan Pur Majra (28.4782, 76.9358)",Saturday,Severe,17:16,Park,47
2823,Stalking,10:34,"Bhalswa Jahangir Pur (28.6948, 77.1993)",Tuesday,Moderate,07:06,School,39
2824,Acid Attack,02:15,"Hastsal (28.8408, 76.9847)",Monday,Moderate,09:57,Park,5
2825,Eve Teasing,06:00,"Nangloi Jat (28.8005, 76.8581)",Tuesday,Severe,22:20,Hospital,45
2826,Eve Teasing,22:49,"Bhalswa Jahangir Pur (28.8002, 76.961)",Monday,Severe,20:15,Park,17
2827,Human Trafficking,20:50,"Burari (28.769, 77.1648)",Monday,Moderate,16:39,Mall,30
2828,Human Trafficking,18:08,"Karawal Nagar (28.4862, 76.8355)",Thursday,Severe,05:40,Hospital,44
2829,Human Trafficking,21:21,"Delhi Cantonment (28.7923, 77.2539)",Thursday,Minor,09:39,Park,11
2830,Eve Teasing,01:30,"Deoli (28.5062, 76.8545)",Tuesday,Severe,12:19,Market,20
2831,Dowry Death,18:06,"Burari (28.7999, 76.9203)",Tuesday,Moderate,10:46,Market,32
2832,Honor Killing,08:32,"Kirari Suleman Nagar (28.7669, 77.2888)",Thursday,Severe,04:35,School,19
2833,Acid Attack,19:33,"Kirari Suleman Nagar (28.817, 77.1168)",Wednesday,Minor,01:19,Park,35
2834,Acid Attack,10:05,"Delhi Cantonment (28.7452, 76.969)",Saturday,Moderate,06:37,Mall,5
2835,Eve Teasing,18:37,"Hastsal (28.787, 77.2191)",Saturday,Moderate,04:01,Police Station,19
2836,Eve Teasing,13:25,"Burari (28.8177, 77.1017)",Monday,Severe,07:48,Temple,15
2837,Acid Attack,05:48,"Kirari Suleman Nagar (28.8817, 77.0437)",Wednesday,Minor,18:46,Mall,39
2838,Dowry Death,20:52,"Dallo Pura (28.4641, 77.0391)",Saturday,Minor,19:30,Police Station,19
2839,Eve Teasing,23:16,"Dallo Pura (28.5625, 76.9084)",Tuesday,Severe,12:11,School,0
2840,Eve Teasing,01:37,"Hastsal (28.726, 76.9032)",Monday,Moderate,08:33,Apartment Complex,31
2841,Honor Killing,13:46,"Delhi Cantonment (28.5146, 76.9324)",Saturday,Severe,09:43,Police Station,44
2842,Domestic Violence,16:17,"Mandoli (28.5209, 76.9235)",Sunday,Severe,09:38,Apartment Complex,18
2843,Dowry Death,00:24,"Nangloi Jat (28.7325, 76.9737)",Tuesday,Minor,11:24,Police Station,0
2844,Human Trafficking,01:31,"Dallo Pura (28.5764, 76.9974)",Monday,Severe,19:33,Park,21
2845,Honor Killing,14:21,"Deoli (28.4121, 76.9846)",Wednesday,Severe,04:22,Apartment Complex,6
2846,Sexual Harassment,05:04,"Nangloi Jat (28.4254, 76.8415)",Monday,Minor,09:20,Hospital,49
2847,Sexual Harassment,00:58,"Delhi Cantonment (28.6274, 76.9465)",Tuesday,Moderate,23:09,Hospital,9
2848,Dowry Death,10:31,"Bhalswa Jahangir Pur (28.6403, 76.8485)",Friday,Moderate,04:56,Market,28
2849,Stalking,18:51,"Burari (28.4869, 76.9531)",Tuesday,Severe,10:15,Park,20
2850,Dowry Death,12:24,"Mustafabad (28.7825, 77.2253)",Thursday,Moderate,14:03,Hospital,38
2851,Stalking,03:20,"Mustafabad (28.5788, 77.206)",Thursday,Moderate,22:19,Hospital,30
2852,Domestic Violence,10:56,"Karawal Nagar (28.5172, 77.0892)",Monday,Moderate,13:23,Market,48
2853,Eve Teasing,12:25,"Nangloi Jat (28.4252, 76.8391)",Thursday,Severe,06:41,Market,28
2854,Dowry Death,23:03,"Karawal Nagar (28.5288, 77.0066)",Thursday,Minor,20:00,Apartment Complex,14
2855,Stalking,10:53,"Mandoli (28.7624, 76.8062)",Friday,Moderate,06:05,Hospital,21
2856,Dowry Death,14:13,"Dallo Pura (28.7402, 77.2952)",Wednesday,Moderate,05:39,Hospital,14
2857,Dowry Death,09:44,"Nangloi Jat (28.8887, 76.8764)",Saturday,Severe,21:59,Police Station,45
2858,Human Trafficking,21:48,"Delhi Cantonment (28.7015, 77.0388)",Tuesday,Moderate,03:29,Temple,11
2859,Eve Teasing,17:17,"Hastsal (28.8113, 76.9917)",Tuesday,Moderate,01:26,Park,10
2860,Human Trafficking,17:41,"Hastsal (28.4193, 76.9068)",Saturday,Moderate,05:15,Police Station,42
2861,Sexual Harassment,08:56,"Delhi Cantonment (28.5409, 76.8446)",Wednesday,Moderate,00:20,Hospital,41
2862,Dowry Death,16:31,"Nangloi Jat (28.8608, 77.256)",Saturday,Severe,13:29,Police Station,21
2863,Eve Teasing,04:02,"Mustafabad (28.6391, 76.8778)",Monday,Moderate,07:52,Park,9
2864,Dowry Death,14:38,"Nangloi Jat (28.7963, 77.0444)",Saturday,Minor,17:42,School,29
2865,Domestic Violence,16:11,"Sultan Pur Majra (28.4014, 76.8347)",Thursday,Moderate,06:37,Temple,29
2866,Dowry Death,02:54,"Karawal Nagar (28.6439, 77.007)",Wednesday,Moderate,23:29,Market,10
2867,Human Trafficking,11:33,"Mustafabad (28.4833, 77.2646)",Thursday,Minor,05:15,Temple,25
2868,Domestic Violence,23:34,"Gokal Pur (28.8252, 76.888)",Friday,Severe,13:50,Market,45
2869,Dowry Death,23:08,"Mustafabad (28.8184, 77.2223)",Wednesday,Severe,18:37,Police Station,5
2870,Human Trafficking,01:26,"Karawal Nagar (28.506, 76.8199)",Thursday,Severe,09:07,Hospital,0
2871,Domestic Violence,09:09,"Kirari Suleman Nagar (28.8057, 77.0461)",Monday,Severe,04:41,Apartment Complex,24
2872,Dowry Death,11:44,"Mandoli (28.7324, 77.2899)",Wednesday,Moderate,17:11,School,25
2873,Eve Teasing,04:21,"Dallo Pura (28.5635, 76.9773)",Thursday,Moderate,06:17,Temple,27
2874,Human Trafficking,01:05,"Sultan Pur Majra (28.6777, 77.1168)",Sunday,Severe,01:41,Temple,30
2875,Honor Killing,07:34,"Sultan Pur Majra (28.8538, 77.174)",Tuesday,Minor,07:15,School,45
2876,Honor Killing,18:06,"Sultan Pur Majra (28.5637, 77.2801)",Tuesday,Moderate,05:32,Apartment Complex,44
2877,Domestic Violence,03:37,"Burari (28.4804, 77.2813)",Tuesday,Severe,16:05,School,46
2878,Honor Killing,01:50,"Kirari Suleman Nagar (28.551, 77.2115)",Friday,Severe,23:04,Hospital,48
2879,Dowry Death,08:02,"Kirari Suleman Nagar (28.4647, 77.2031)",Friday,Moderate,07:24,School,47
2880,Honor Killing,11:50,"Nangloi Jat (28.4677, 76.9327)",Friday,Severe,23:18,Market,26
2881,Eve Teasing,18:43,"Kirari Suleman Nagar (28.5758, 77.2692)",Wednesday,Minor,14:50,Temple,28
2882,Acid Attack,20:21,"Dallo Pura (28.8789, 76.8721)",Sunday,Severe,05:25,Police Station,31
2883,Honor Killing,05:42,"Gokal Pur (28.8491, 76.8931)",Wednesday,Severe,07:57,Park,42
2884,Domestic Violence,14:35,"Deoli (28.4397, 76.9405)",Monday,Minor,19:28,Market,23
2885,Stalking,05:18,"Nangloi Jat (28.4414, 77.1583)",Friday,Severe,14:16,Market,40
2886,Human Trafficking,12:17,"Kirari Suleman Nagar (28.6828, 76.8679)",Thursday,Severe,10:47,Apartment Complex,8
2887,Dowry Death,10:04,"Karawal Nagar (28.8851, 76.8057)",Tuesday,Minor,13:36,Police Station,31
2888,Eve Teasing,00:53,"Delhi Cantonment (28.8215, 77.2554)",Wednesday,Moderate,11:05,Park,19
2889,Human Trafficking,04:50,"Hastsal (28.479, 77.2646)",Friday,Severe,07:14,School,2
2890,Human Trafficking,19:04,"Mandoli (28.7132, 77.2025)",Friday,Severe,10:19,Hospital,31
2891,Sexual Harassment,11:08,"Mandoli (28.6854, 76.8349)",Thursday,Moderate,05:12,Temple,3
2892,Sexual Harassment,13:08,"Delhi Cantonment (28.5175, 76.8016)",Monday,Moderate,04:04,Mall,37
2893,Eve Teasing,08:55,"Nangloi Jat (28.6838, 76.9041)",Wednesday,Moderate,20:38,Mall,29
2894,Sexual Harassment,06:00,"Deoli (28.5486, 77.1519)",Saturday,Minor,15:16,Police Station,28
2895,Stalking,14:23,"Kirari Suleman Nagar (28.765, 77.1426)",Friday,Minor,10:35,Hospital,25
2896,Honor Killing,08:03,"Deoli (28.4282, 77.0267)",Tuesday,Moderate,02:55,Police Station,34
2897,Stalking,02:15,"Bhalswa Jahangir Pur (28.4183, 77.2378)",Sunday,Severe,08:54,School,31
2898,Acid Attack,22:08,"Delhi Cantonment (28.698, 76.8136)",Friday,Severe,08:13,Apartment Complex,12
2899,Stalking,03:00,"Nangloi Jat (28.5243, 77.2422)",Friday,Minor,10:47,Hospital,45
2900,Human Trafficking,17:54,"Hastsal (28.8308, 77.2786)",Monday,Severe,21:34,Temple,42
2901,Eve Teasing,11:06,"Kirari Suleman Nagar (28.5913, 77.0485)",Monday,Minor,21:05,Park,13
2902,Dowry Death,00:57,"Dallo Pura (28.6577, 76.9754)",Thursday,Minor,08:18,Temple,28
2903,Stalking,10:23,"Mustafabad (28.807, 77.1899)",Sunday,Severe,13:11,Apartment Complex,22
2904,Sexual Harassment,04:45,"Hastsal (28.589, 76.836)",Friday,Minor,17:22,Temple,48
2905,Stalking,15:48,"Delhi Cantonment (28.6699, 77.2415)",Monday,Minor,17:11,Mall,2
2906,Acid Attack,08:49,"Deoli (28.5499, 76.8617)",Sunday,Moderate,03:09,Market,7
2907,Acid Attack,23:34,"Karawal Nagar (28.5091, 76.9233)",Wednesday,Severe,08:55,Hospital,43
2908,Stalking,08:41,"Bhalswa Jahangir Pur (28.6949, 77.2602)",Tuesday,Severe,13:03,Police Station,26
2909,Eve Teasing,07:44,"Hastsal (28.4239, 77.1167)",Saturday,Severe,11:19,Apartment Complex,40
2910,Eve Teasing,03:53,"Hastsal (28.4402, 77.1894)",Monday,Moderate,09:28,Temple,0
2911,Eve Teasing,01:20,"Burari (28.6595, 77.2128)",Sunday,Severe,01:00,Apartment Complex,4
2912,Sexual Harassment,11:16,"Nangloi Jat (28.5324, 77.1696)",Monday,Minor,03:08,School,28
2913,Eve Teasing,10:54,"Mandoli (28.7041, 77.213)",Wednesday,Moderate,03:06,Temple,2
2914,Stalking,09:42,"Dallo Pura (28.7305, 77.038)",Saturday,Severe,13:56,Mall,17
2915,Human Trafficking,10:07,"Mustafabad (28.6006, 77.0711)",Friday,Severe,17:38,Market,34
2916,Sexual Harassment,23:41,"Sultan Pur Majra (28.4566, 77.1111)",Sunday,Severe,11:33,School,13
2917,Stalking,01:16,"Sultan Pur Majra (28.8959, 77.2476)",Monday,Moderate,13:31,Hospital,15
2918,Human Trafficking,16:21,"Nangloi Jat (28.666, 77.2879)",Thursday,Minor,01:16,Mall,47
2919,Sexual Harassment,00:47,"Dallo Pura (28.6348, 77.0356)",Sunday,Minor,21:12,Hospital,24
2920,Stalking,16:07,"Hastsal (28.4106, 76.9764)",Thursday,Severe,13:44,Mall,39
2921,Domestic Violence,04:42,"Karawal Nagar (28.6731, 77.1793)",Monday,Moderate,21:45,Apartment Complex,6
2922,Acid Attack,16:30,"Deoli (28.8827, 77.2476)",Thursday,Minor,10:47,Hospital,11
2923,Acid Attack,23:07,"Mustafabad (28.8589, 76.9761)",Wednesday,Moderate,11:15,Mall,28
2924,Human Trafficking,03:29,"Hastsal (28.7451, 77.1142)",Tuesday,Severe,09:38,School,18
2925,Honor Killing,21:10,"Mandoli (28.438, 77.0301)",Sunday,Severe,12:49,Temple,48
2926,Stalking,01:26,"Gokal Pur (28.6445, 76.9712)",Thursday,Minor,20:41,Temple,38
2927,Eve Teasing,05:52,"Gokal Pur (28.7029, 77.2854)",Monday,Severe,09:09,Police Station,40
2928,Dowry Death,04:04,"Mustafabad (28.5807, 76.91)",Wednesday,Minor,16:50,Hospital,41
2929,Eve Teasing,16:41,"Burari (28.6276, 77.0213)",Friday,Severe,03:57,Apartment Complex,42
2930,Sexual Harassment,12:01,"Dallo Pura (28.6292, 76.8598)",Saturday,Moderate,21:37,Apartment Complex,45
2931,Sexual Harassment,21:07,"Mandoli (28.6913, 77.1192)",Tuesday,Minor,18:30,Mall,29
2932,Sexual Harassment,18:53,"Delhi Cantonment (28.4825, 77.1297)",Sunday,Severe,22:19,Hospital,25
2933,Dowry Death,14:51,"Gokal Pur (28.5239, 77.1457)",Monday,Moderate,12:10,Temple,14
2934,Honor Killing,05:39,"Bhalswa Jahangir Pur (28.8374, 76.8917)",Thursday,Severe,07:19,Park,6
2935,Domestic Violence,04:33,"Karawal Nagar (28.656, 77.2597)",Saturday,Minor,13:57,Market,33
2936,Domestic Violence,11:41,"Gokal Pur (28.7141, 77.0793)",Saturday,Severe,23:02,Apartment Complex,14
2937,Stalking,20:52,"Sultan Pur Majra (28.5395, 77.1477)",Thursday,Moderate,04:14,Market,18
2938,Eve Teasing,12:01,"Nangloi Jat (28.5137, 77.0935)",Tuesday,Minor,13:39,Market,49
2939,Domestic Violence,20:28,"Sultan Pur Majra (28.5783, 76.9385)",Monday,Moderate,01:12,Apartment Complex,34
2940,Stalking,14:22,"Dallo Pura (28.893, 77.0435)",Wednesday,Severe,22:46,Police Station,14
2941,Dowry Death,02:03,"Deoli (28.4228, 77.2109)",Friday,Severe,01:04,Park,44
2942,Domestic Violence,00:25,"Delhi Cantonment (28.4146, 76.9875)",Wednesday,Severe,16:18,Market,40
2943,Human Trafficking,22:32,"Delhi Cantonment (28.5148, 76.9671)",Friday,Minor,10:21,Apartment Complex,2
2944,Stalking,13:09,"Deoli (28.8791, 77.1334)",Friday,Moderate,03:44,Mall,20
2945,Stalking,11:32,"Delhi Cantonment (28.6196, 77.1824)",Friday,Severe,15:31,Police Station,45
2946,Human Trafficking,19:33,"Hastsal (28.8436, 77.1951)",Sunday,Minor,09:06,Hospital,44
2947,Sexual Harassment,15:07,"Deoli (28.4148, 77.0054)",Wednesday,Minor,20:03,Park,2
2948,Domestic Violence,08:38,"Delhi Cantonment (28.7626, 76.9458)",Saturday,Severe,03:58,School,18
2949,Human Trafficking,11:19,"Sultan Pur Majra (28.6929, 76.9323)",Tuesday,Moderate,10:03,Park,19
2950,Sexual Harassment,04:20,"Mustafabad (28.7883, 76.8807)",Sunday,Minor,18:03,Mall,50
2951,Eve Teasing,10:49,"Mustafabad (28.674, 77.0352)",Tuesday,Moderate,21:12,Market,19
2952,Domestic Violence,00:44,"Sultan Pur Majra (28.4115, 76.8417)",Wednesday,Severe,04:09,Park,22
2953,Honor Killing,17:00,"Mandoli (28.8714, 76.9862)",Wednesday,Severe,05:02,Temple,36
2954,Domestic Violence,04:34,"Delhi Cantonment (28.6625, 77.0524)",Wednesday,Minor,12:45,School,19
2955,Sexual Harassment,22:44,"Karawal Nagar (28.5255, 77.0651)",Thursday,Minor,09:35,Police Station,26
2956,Domestic Violence,14:39,"Gokal Pur (28.5626, 77.0675)",Friday,Moderate,04:23,Park,35
2957,Domestic Violence,06:16,"Kirari Suleman Nagar (28.8655, 77.0216)",Thursday,Severe,05:41,Police Station,31
2958,Honor Killing,15:14,"Deoli (28.5632, 76.8284)",Thursday,Severe,06:25,Market,21
2959,Human Trafficking,10:36,"Hastsal (28.4222, 77.1865)",Sunday,Moderate,12:16,Temple,35
2960,Acid Attack,11:31,"Kirari Suleman Nagar (28.5732, 77.1316)",Thursday,Minor,01:57,Hospital,14
2961,Dowry Death,10:16,"Bhalswa Jahangir Pur (28.7913, 77.21)",Wednesday,Moderate,22:58,School,2
2962,Acid Attack,14:38,"Deoli (28.4606, 76.9888)",Wednesday,Moderate,12:21,Market,43
